FIPStxt,PCTPOVALL_2013,POP_ESTIMATE_2013,Unemployment_rate_2013,bachelor_or_higher_2013
39001,24.1,"28,126",12.7,10.6
39003,16.1,"105,214",7.9,17.2
39005,12.9,"53,117",8.0,19.3
39007,18.9,"99,779",9.5,12.6
39009,31.0,"64,515",9.0,28.2
39011,9.7,"45,876",5.9,17.1
39013,16.8,"69,545",8.1,14.4
39015,17.8,"44,235",10.0,11.0
39017,13.3,"371,511",7.4,27.4
39019,15.5,"28,271",7.9,11.0
39021,12.0,"39,475",6.9,17.0
39023,18.2,"136,803",7.5,17.6
39025,9.7,"200,254",7.3,25.6
39027,17.3,"41,889",10.4,14.5
39029,17.8,"105,885",8.2,12.6
39031,14.4,"36,700",9.8,12.3
39033,18.2,"42,770",9.2,11.8
39035,19.2,"1,263,837",7.1,29.7
39037,14.6,"52,351",7.0,11.9
39039,11.4,"38,515",7.5,16.5
39041,5.6,"185,202",5.3,50.5
39043,15.0,"76,134",8.1,21.0
39045,11.8,"148,797",6.6,26.0
39047,17.9,"28,799",7.5,13.7
39049,17.7,"1,213,834",6.4,36.4
39051,10.8,"42,418",8.0,16.3
39053,20.3,"30,597",9.6,15.2
39055,7.4,"94,059",5.8,35.9
39057,12.8,"163,465",7.0,36.0
39059,22.6,"39,614",8.6,12.9
39061,18.7,"804,429",7.3,33.7
39063,12.6,"75,712",6.2,25.7
39065,15.7,"31,767",7.7,13.4
39067,16.5,"15,624",7.9,9.2
39069,11.2,"28,061",8.7,13.8
39071,21.2,"43,233",10.4,11.4
39073,16.2,"28,608",8.1,12.7
39075,12.4,"43,635",5.2,8.5
39077,14.6,"58,889",10.3,13.1
39079,21.4,"32,784",10.4,15.2
39081,18.4,"68,007",10.8,14.7
39083,14.5,"60,923",6.9,21.2
39085,9.4,"229,634",6.3,24.9
39087,20.6,"61,918",8.6,14.9
39089,11.2,"168,503",6.9,21.9
39091,13.2,"45,466",6.8,14.8
39093,14.6,"303,006",7.5,22.2
39095,21.6,"436,803",8.7,23.4
39097,12.2,"43,272",6.3,17.6
39099,18.0,"234,336",8.5,20.8
39101,16.3,"65,910",7.9,12.4
39103,6.6,"174,792",5.9,29.6
39105,20.6,"23,470",11.9,12.2
39107,9.4,"40,724",5.1,16.2
39109,10.1,"103,416",7.2,19.7
39111,16.7,"14,601",10.2,10.4
39113,18.8,"534,764",8.3,24.6
39115,22.8,"14,967",10.1,10.5
39117,13.3,"35,038",7.9,14.1
39119,20.6,"85,696",9.2,14.2
39121,17.3,"14,541",9.6,9.7
39123,10.4,"41,160",9.7,20.3
39125,12.3,"19,194",7.6,12.1
39127,17.8,"35,932",9.6,10.2
39129,13.6,"56,466",7.4,16.1
39131,24.3,"28,392",12.2,12.2
39133,16.9,"161,423",7.7,25.1
39135,13.1,"41,728",7.6,11.3
39137,7.2,"34,098",6.0,19.9
39139,17.6,"122,292",8.6,14.9
39141,19.4,"77,364",8.7,13.7
39143,12.9,"60,200",7.5,13.7
39145,24.5,"78,023",11.9,14.2
39147,13.9,"55,756",7.7,15.3
39149,10.0,"49,112",6.7,14.5
39151,15.4,"375,222",7.6,21.1
39153,14.8,"541,787",7.6,29.6
39155,18.7,"206,480",9.1,17.0
39157,14.3,"92,767",7.2,15.2
39159,7.8,"53,380",5.8,27.0
39161,13.3,"28,494",7.0,15.4
39163,22.2,"13,313",10.6,8.5
39165,7.3,"219,578",6.4,37.9
39167,16.3,"61,393",8.4,16.0
39169,13.1,"115,144",6.2,20.0
39171,12.1,"37,485",7.5,12.8
39173,13.0,"129,209",7.0,29.5
39175,11.2,"22,497",6.4,12.0
40000,16.7,"3,853,118",5.3,23.5
40001,30.4,"22,235",9.4,12.7
40003,15.9,"5,817",3.3,21.4
40005,20.8,"13,785",6.9,14.2
40007,10.4,"5,540",3.4,17.9
40009,15.9,"23,548",3.3,16.4
40011,16.8,"9,819",4.1,17.0
40013,19.2,"44,217",5.5,20.1
40015,21.1,"29,487",6.3,13.7
40017,7.3,"126,136",4.2,25.3
40019,17.3,"48,655",5.4,17.1
40021,22.0,"47,973",7.0,24.5
40023,27.3,"15,072",8.4,14.0
40025,17.5,"2,330",3.3,18.5
40027,12.7,"269,890",4.3,31.4
40029,18.1,"5,817",7.6,13.3
40031,20.2,"125,035",5.9,19.9
40033,16.1,"6,153",5.7,14.7
40035,19.9,"14,666",6.6,12.5
40037,14.9,"70,698",6.1,15.3
40039,15.1,"29,295",3.7,27.8
40041,22.0,"41,371",7.0,16.1
40043,12.4,"4,817",3.5,19.5
40045,11.9,"4,140",3.2,23.9
40047,13.7,"62,509",4.2,21.7
40049,19.8,"27,376",5.0,15.4
40051,13.0,"53,635",4.8,16.8
40053,12.4,"4,521",3.4,22.1
40055,21.7,"6,162",5.5,14.4
40057,23.5,"2,869",4.4,17.8
40059,10.1,"3,833",3.4,16.1
40061,22.3,"12,970",8.9,11.4
40063,22.5,"13,746",8.1,10.9
40065,17.3,"26,224",5.4,20.1
40067,21.7,"6,358",5.4,11.2
40069,20.5,"11,026",8.1,17.7
40071,19.6,"45,543",6.9,19.5
40073,10.4,"15,322",3.5,18.2
40075,21.5,"9,376",4.9,17.2
40077,19.2,"10,718",9.0,13.8
40079,24.3,"49,847",9.1,12.9
40081,15.8,"34,339",5.2,12.5
40083,12.8,"44,401",4.6,24.5
40085,14.7,"9,713",4.4,14.4
40087,10.0,"36,516",4.4,20.4
40089,25.4,"33,110",9.4,13.9
40091,18.8,"20,472",9.5,13.0
40093,12.0,"7,673",3.4,16.6
40095,19.2,"15,989",5.8,14.4
40097,20.0,"40,908",5.9,15.3
40099,15.1,"13,709",5.1,19.0
40101,19.9,"70,269",6.5,17.9
40103,13.4,"11,379",4.5,21.5
40105,18.2,"10,539",6.8,13.8
40107,25.3,"12,291",7.1,11.1
40109,17.5,"755,668",4.9,29.6
40111,19.7,"39,451",7.7,13.9
40113,14.0,"47,924",5.9,16.1
40115,22.6,"32,280",8.0,13.9
40117,15.4,"16,527",6.1,17.0
40119,23.0,"79,457",4.5,35.9
40121,18.1,"44,873",7.3,15.3
40123,20.5,"38,073",5.5,28.0
40125,19.0,"71,190",5.5,17.6
40127,24.4,"11,233",8.9,11.6
40129,12.2,"3,741",3.2,19.7
40131,9.2,"89,183",5.2,23.0
40133,23.7,"25,476",8.2,14.1
40135,25.0,"41,307",8.6,13.3
40137,15.9,"44,977",5.5,17.4
40139,13.7,"22,073",4.4,18.8
40141,22.1,"7,681",5.5,16.0
40143,15.7,"622,966",5.2,29.7
40145,11.5,"75,675",5.1,21.6
40147,13.8,"51,567",4.9,25.2
40149,15.6,"11,717",4.2,18.0
40151,14.4,"9,015",3.3,27.1
40153,14.6,"21,225",3.6,17.8
41000,16.5,"3,928,068",7.9,29.7
41001,14.5,"16,096",9.5,20.9
41003,20.8,"85,960",5.8,50.0
41005,9.7,"388,457",7.1,31.8
41007,16.7,"37,121",7.6,23.2
41009,11.8,"49,257",9.5,18.1
41011,19.6,"62,433",10.2,18.0
41013,17.4,"20,790",12.1,14.5
41015,18.7,"22,299",10.6,20.7
41017,15.2,"165,955",9.5,31.0
41019,19.5,"106,810",10.5,16.1
41021,11.9,"1,938",8.8,14.7
41023,18.0,"7,273",12.4,20.5
41025,18.1,"7,152",11.5,15.6
41027,14.8,"22,711",6.3,30.5
41029,18.7,"208,091",9.7,24.8
41031,21.8,"21,827",10.4,17.3
41033,19.4,"83,271",11.1,17.0
41035,18.2,"65,848",10.8,19.7
41037,20.9,"7,837",11.3,18.6
41039,21.1,"355,661",7.9,27.7
41041,20.1,"46,300",8.7,24.4
41043,19.0,"118,644",9.7,16.9
41045,29.4,"30,624",8.5,13.1
41047,18.8,"322,228",8.8,21.2
41049,16.8,"11,266",7.7,9.7
41051,18.2,"766,082",6.8,39.9
41053,18.3,"76,618",8.0,29.0
41055,17.1,"1,718",8.9,16.5
41057,16.6,"25,333",8.1,20.7
41059,17.1,"76,868",8.7,15.5
41061,19.4,"25,539",8.4,22.5
41063,15.1,"6,805",11.0,24.0
41065,17.2,"25,475",7.5,20.1
41067,10.9,"555,547",6.3,39.4
41069,22.6,"1,397",6.4,16.8
41071,14.3,"100,837",7.6,22.5
42000,13.7,"12,781,296",7.4,27.5
42001,9.5,"101,457",5.9,20.4
42003,13.5,"1,232,953",6.6,35.9
42005,14.7,"68,110",7.8,14.6
42007,11.3,"170,060",7.3,21.9
42009,13.5,"49,133",8.5,12.6
42011,14.0,"413,652",7.2,22.3
42013,16.2,"126,379",7.0,18.4
42015,13.5,"62,356",7.3,17.1
42017,6.4,"626,456",6.7,35.8
42019,9.4,"185,369",6.2,30.5
42021,16.2,"138,900",8.8,18.3
42023,14.6,"4,894",9.8,14.2
42025,14.1,"64,690",9.4,15.1
42027,18.4,"157,847",5.3,40.4
42029,7.0,"509,500",5.3,48.5
42031,18.7,"39,092",8.1,18.5
42033,16.5,"81,589",9.0,13.5
42035,14.2,"39,834",9.0,17.0
42037,17.1,"67,139",7.6,20.7
42039,14.4,"87,411",7.2,18.7
42041,8.6,"241,268",5.7,32.5
42043,13.8,"271,017",6.9,28.5
42045,10.9,"561,844",7.2,35.0
42047,9.8,"31,455",6.9,14.9
42049,17.9,"279,760",7.5,24.8
42051,19.2,"134,799",9.5,14.0
42053,24.5,"7,602",10.0,7.8
42055,11.8,"152,191",6.6,19.3
42057,12.5,"14,694",9.1,11.8
42059,16.3,"37,882",7.2,15.5
42061,14.8,"45,871",9.8,13.5
42063,14.7,"88,246",7.7,21.9
42065,15.5,"44,977",8.2,13.2
42067,11.8,"24,790",7.1,11.8
42069,14.8,"213,834",8.4,25.7
42071,10.5,"530,122",6.1,24.2
42073,13.8,"89,306",7.6,19.6
42075,11.2,"135,707",6.2,19.4
42077,14.2,"355,768",7.9,28.1
42079,16.1,"319,862",9.4,21.0
42081,14.0,"116,732",7.9,18.8
42083,19.0,"42,788",8.1,15.1
42085,14.1,"115,313",7.4,20.5
42087,14.5,"46,701",8.1,11.5
42089,12.0,"167,130",9.4,23.8
42091,6.8,"813,832",5.9,45.5
42093,10.3,"18,535",5.5,26.8
42095,10.1,"299,747",7.5,26.6
42097,14.7,"94,138",8.8,14.0
42099,10.2,"45,621",6.7,15.5
42101,26.0,"1,556,052",10.4,23.9
42103,10.4,"56,614",9.7,22.5
42105,15.4,"17,491",9.3,14.6
42107,13.6,"146,798",9.2,14.3
42109,12.0,"40,093",7.0,16.7
42111,12.7,"76,722",9.2,14.5
42113,14.3,"6,352",8.2,14.0
42115,14.4,"42,334",7.1,16.5
42117,13.2,"42,458",8.5,19.1
42119,13.5,"44,719",6.4,21.2
42121,15.8,"53,908",7.8,15.4
42123,14.2,"40,944",6.4,17.9
42125,10.9,"208,194",7.0,25.6
42127,11.8,"51,649",7.7,19.2
42129,10.7,"361,080",7.0,25.3
42131,11.3,"28,142",8.9,17.4
42133,10.8,"439,393",6.8,22.0
44000,14.7,"1,053,354",9.3,31.3
44001,8.2,"49,263",7.7,43.7
44003,8.1,"164,923",8.9,30.0
44005,10.1,"82,457",8.1,44.7
44007,18.6,"630,171",9.8,26.4
44009,9.6,"126,540",8.3,43.5
45000,18.5,"4,771,929",7.6,25.1
45001,20.3,"25,008",9.5,12.2
45003,18.3,"164,294",7.4,24.0
45005,42.4,"9,822",14.1,15.0
45007,16.7,"190,754",7.1,19.3
45009,30.7,"15,440",13.6,17.5
45011,25.0,"22,164",12.2,11.2
45013,14.1,"171,569",6.5,37.6
45015,15.7,"193,881",6.9,21.3
45017,19.7,"15,078",9.6,16.9
45019,17.4,"372,913",5.9,39.4
45021,24.3,"55,743",10.5,14.3
45023,21.6,"32,601",12.3,12.4
45025,26.5,"46,189",9.2,12.6
45027,27.3,"34,211",10.4,13.0
45029,24.0,"37,834",10.0,14.7
45031,28.2,"67,946",9.4,17.0
45033,27.1,"31,255",11.9,8.2
45035,13.3,"145,287",6.6,24.5
45037,19.7,"26,308",7.9,17.2
45039,23.1,"23,143",10.8,15.5
45041,20.1,"138,434",8.3,21.3
45043,21.3,"60,520",10.1,22.7
45045,16.2,"474,223",6.1,31.2
45047,25.6,"69,689",8.7,22.1
45049,27.3,"20,395",9.3,11.4
45051,19.1,"289,527",8.6,22.7
45053,27.2,"26,710",7.0,12.5
45055,16.3,"62,604",7.6,19.3
45057,18.8,"80,520",9.3,18.7
45059,23.0,"66,207",8.5,14.5
45061,32.8,"18,407",11.1,9.1
45063,12.8,"273,604",5.8,28.7
45065,21.9,"9,932",9.9,18.2
45067,30.7,"32,013",13.2,13.6
45069,31.3,"27,999",13.9,8.7
45071,19.8,"37,568",7.3,18.9
45073,16.8,"74,913",7.7,21.7
45075,25.7,"90,726",12.4,18.6
45077,18.7,"119,222",7.2,23.0
45079,18.6,"397,893",6.9,36.1
45081,22.1,"20,100",6.8,12.4
45083,18.7,"290,818",7.7,21.3
45085,20.8,"108,002",8.8,19.2
45087,18.7,"27,982",11.4,12.9
45089,33.4,"33,066",12.6,12.2
45091,12.7,"239,415",7.8,28.5
46000,14.0,"845,510",3.8,26.2
46003,10.8,"2,718",2.7,16.7
46005,16.5,"18,299",3.5,18.6
46007,35.5,"3,451",6.3,15.9
46009,14.9,"7,010",3.2,17.9
46011,13.6,"33,087",3.4,40.2
46013,10.6,"38,162",3.2,26.9
46015,13.9,"5,372",3.4,22.3
46017,41.0,"2,033",9.0,9.1
46019,14.3,"10,325",3.9,16.9
46021,9.8,"1,347",3.6,16.5
46023,24.3,"9,211",4.3,16.6
46025,12.0,"3,628",3.9,18.7
46027,20.8,"13,937",3.7,41.6
46029,10.1,"27,855",3.6,21.9
46031,43.0,"4,230",6.9,13.8
46033,10.8,"8,424",5.1,27.7
46035,12.6,"19,839",3.1,26.1
46037,14.3,"5,617",5.2,16.4
46039,9.2,"4,303",5.5,20.1
46041,28.7,"5,606",15.4,14.8
46043,11.0,"3,017",3.2,16.7
46045,10.9,"4,035",2.8,22.2
46047,14.6,"6,837",5.0,22.4
46049,11.6,"2,380",3.3,18.4
46051,10.5,"7,289",4.2,15.9
46053,17.6,"4,231",3.9,17.0
46055,12.2,"1,888",3.0,20.2
46057,10.3,"5,952",3.5,18.2
46059,9.3,"3,396",2.8,18.3
46061,8.9,"3,407",4.1,22.6
46063,11.7,"1,264",2.8,35.1
46065,10.3,"17,466",2.9,32.0
46067,13.1,"7,170",3.2,25.2
46069,11.0,"1,387",3.3,20.4
46071,30.2,"3,231",6.2,17.4
46073,14.5,"2,058",3.1,15.4
46075,13.4,996,3.5,15.8
46077,9.7,"5,080",3.2,21.3
46079,12.3,"12,078",3.9,27.7
46081,14.9,"24,899",3.9,29.1
46083,4.3,"49,886",2.7,39.4
46085,21.7,"3,881",4.7,19.4
46087,9.6,"5,647",3.2,22.1
46089,14.9,"2,439",3.8,18.4
46091,12.5,"4,745",4.4,19.6
46093,10.6,"26,567",3.8,19.6
46095,32.7,"2,081",7.5,16.8
46097,12.2,"2,335",3.6,21.7
46099,11.0,"179,724",3.3,29.2
46101,10.9,"6,416",4.6,24.1
46103,15.4,"106,372",3.9,27.8
46105,14.4,"3,035",3.7,17.9
46107,10.3,"2,369",3.8,18.5
46109,19.7,"10,305",5.2,16.5
46111,13.1,"2,324",3.0,16.4
46113,55.1,"14,166",13.5,11.8
46115,11.3,"6,599",3.6,19.7
46117,8.8,"2,984",2.7,27.4
46119,6.3,"1,464",2.9,30.9
46121,44.0,"9,977",9.6,12.4
46123,19.6,"5,506",3.4,21.2
46125,10.6,"8,365",3.0,19.4
46127,7.0,"14,804",4.1,32.2
46129,14.5,"5,505",5.4,21.8
46135,13.0,"22,664",3.3,26.4
46137,48.7,"2,835",6.2,14.7
47000,17.8,"6,497,269",7.8,23.8
47001,19.7,"75,494",7.9,23.5
47003,18.6,"45,849",9.0,12.3
47005,21.3,"16,282",9.8,10.3
47007,25.5,"13,786",10.4,9.3
47009,14.9,"125,045",6.9,20.8
47011,18.6,"101,873",7.1,18.5
47013,23.9,"40,195",11.0,9.5
47015,18.3,"13,797",7.6,13.0
47017,19.9,"28,496",11.8,15.4
47019,23.0,"57,331",9.0,15.8
47021,13.3,"39,457",6.6,18.9
47023,19.4,"17,354",8.2,15.5
47025,22.9,"31,593",10.7,13.3
47027,24.8,"7,775",10.7,12.9
47029,24.7,"35,354",10.8,9.5
47031,19.8,"53,316",7.6,18.0
47033,19.3,"14,613",9.2,11.9
47035,18.2,"57,492",9.3,17.4
47037,17.8,"659,042",5.9,35.9
47039,24.1,"11,665",10.5,14.2
47041,21.9,"19,123",9.7,13.3
47043,15.0,"50,183",7.7,14.2
47045,18.7,"38,160",10.4,18.1
47047,14.7,"38,772",8.8,21.5
47049,22.6,"17,919",9.6,11.1
47051,19.0,"41,297",7.2,18.4
47053,18.0,"49,434",11.0,16.5
47055,17.8,"28,783",8.3,14.6
47057,19.0,"22,694",10.0,10.5
47059,19.6,"68,235",9.6,15.5
47061,28.9,"13,466",9.9,10.0
47063,20.5,"63,078",8.9,16.0
47065,16.9,"349,030",7.2,27.2
47067,31.5,"6,662",11.7,9.0
47069,24.7,"26,287",11.0,9.8
47071,24.1,"26,006",10.2,11.2
47073,21.2,"56,831",8.6,12.7
47075,23.1,"18,218",11.7,11.4
47077,19.4,"27,973",10.5,13.1
47079,20.8,"32,171",9.5,16.0
47081,23.2,"24,207",8.3,12.0
47083,20.2,"8,295",10.8,9.7
47085,17.0,"18,245",8.7,12.4
47087,26.3,"11,551",10.1,9.9
47089,16.4,"52,296",9.1,13.6
47091,28.1,"17,977",9.0,9.0
47093,16.3,"444,350",6.3,34.3
47095,39.0,"7,706",10.0,7.0
47097,27.7,"27,571",11.6,10.4
47099,17.9,"41,973",9.9,12.0
47101,21.3,"11,956",10.5,11.7
47103,18.0,"33,596",6.2,15.5
47105,14.2,"50,438",7.7,25.2
47107,16.9,"52,363",9.0,14.3
47109,19.4,"26,160",11.6,11.6
47111,21.3,"22,658",8.1,8.4
47113,21.1,"98,751",8.1,24.6
47115,16.4,"28,353",9.1,15.4
47117,14.6,"31,098",8.2,13.1
47119,13.8,"83,600",7.4,17.4
47121,19.7,"11,650",10.1,8.2
47123,19.7,"45,169",9.8,10.5
47125,14.9,"184,729",7.6,23.5
47127,13.1,"6,313",6.0,14.6
47129,24.0,"21,672",10.1,7.4
47131,20.4,"31,100",11.5,14.2
47133,20.4,"22,039",8.9,12.6
47135,22.2,"7,851",9.4,13.7
47137,19.5,"5,083",9.6,13.0
47139,19.7,"16,664",9.1,11.1
47141,26.7,"73,553",7.9,22.9
47143,19.6,"32,515",10.7,12.6
47145,18.1,"52,971",8.7,17.3
47147,12.1,"67,288",6.7,17.1
47149,12.3,"281,373",6.2,28.3
47151,29.5,"22,009",14.4,10.3
47153,18.1,"14,624",8.4,13.5
47155,16.5,"93,693",8.4,15.0
47157,21.6,"939,365",8.9,29.0
47159,16.9,"19,061",7.6,11.1
47161,17.2,"13,345",10.8,11.7
47163,18.0,"156,694",7.5,20.5
47165,11.0,"169,114",6.1,23.7
47167,14.4,"61,564",9.4,15.1
47169,17.0,"7,806",8.4,12.9
47171,17.6,"18,077",10.3,12.9
47173,22.1,"19,092",9.2,8.2
47175,17.7,"5,561",11.5,10.4
47177,20.3,"39,866",8.6,12.1
47179,17.7,"125,561",7.2,29.3
47181,22.0,"16,946",9.7,7.9
47183,21.0,"34,424",10.3,20.1
47185,19.7,"26,231",9.5,11.0
47187,5.5,"198,975",5.1,52.8
47189,10.8,"122,016",6.3,26.0
48000,17.5,"26,505,637",6.2,26.7
48001,22.4,"57,934",5.8,10.9
48003,11.4,"16,808",3.8,14.2
48005,21.5,"87,613",6.4,15.0
48007,20.7,"24,229",6.5,21.7
48009,10.1,"8,750",5.2,20.0
48011,11.0,"1,957",4.0,24.7
48013,17.8,"47,085",6.2,14.1
48015,13.6,"28,811",5.8,18.6
48017,19.9,"7,080",7.1,11.1
48019,16.2,"20,607",6.0,21.9
48021,18.7,"76,099",6.1,16.3
48023,19.5,"3,605",5.2,24.1
48025,25.1,"32,773",6.5,8.2
48027,15.1,"326,632",6.8,21.7
48029,17.4,"1,822,154",5.8,26.3
48031,12.7,"10,634",4.6,26.8
48033,10.5,639,3.8,32.1
48035,17.0,"17,862",6.4,15.4
48037,21.4,"93,442",7.5,19.0
48039,11.8,"330,670",6.1,27.5
48041,27.6,"204,621",4.9,38.8
48043,14.9,"9,289",5.5,36.1
48045,17.4,"1,544",5.5,17.8
48047,31.9,"7,215",8.6,10.8
48049,18.6,"37,908",6.4,16.0
48051,17.5,"17,163",6.1,11.6
48053,14.9,"44,380",5.4,21.9
48055,17.2,"39,248",6.5,15.7
48057,18.1,"21,785",6.1,15.7
48059,14.3,"13,518",5.6,14.7
48061,32.4,"418,217",9.9,15.4
48063,18.1,"12,422",7.2,15.2
48065,8.5,"5,986",4.4,21.5
48067,21.8,"30,369",9.1,13.0
48069,19.6,"8,012",4.7,12.8
48071,10.5,"37,215",7.2,18.0
48073,23.6,"50,965",6.9,15.1
48075,25.5,"7,063",4.2,18.6
48077,13.0,"10,436",5.5,18.2
48079,23.6,"2,995",6.5,12.4
48081,14.4,"3,215",5.0,17.4
48083,22.8,"8,536",7.4,15.0
48085,7.9,"858,711",5.5,49.3
48087,21.4,"3,087",5.1,18.9
48089,16.9,"20,776",5.7,16.9
48091,10.5,"118,891",5.9,33.3
48093,20.3,"13,591",5.8,18.9
48095,26.9,"4,106",3.9,10.8
48097,15.5,"38,475",4.9,19.5
48099,14.8,"76,471",7.3,15.1
48101,21.9,"1,442",6.7,16.1
48103,10.1,"4,755",4.4,13.6
48105,13.9,"3,772",5.0,11.1
48107,27.3,"5,992",5.9,13.8
48109,24.7,"2,288",5.0,16.5
48111,14.1,"7,047",3.5,10.4
48113,19.5,"2,486,083",6.5,28.6
48115,23.8,"13,273",6.3,9.4
48117,21.5,"19,187",4.4,15.6
48119,19.2,"5,205",6.3,16.2
48121,8.9,"729,152",5.3,40.5
48123,18.5,"20,501",4.7,12.4
48125,23.2,"2,288",9.1,13.5
48127,27.0,"10,939",4.9,9.2
48129,19.7,"3,580",5.0,16.7
48131,25.6,"11,600",6.3,6.8
48133,17.3,"18,253",6.0,16.0
48135,15.3,"149,522",4.3,13.5
48137,23.0,"1,879",5.7,24.2
48139,13.1,"156,198",6.1,20.7
48141,22.7,"831,324",8.0,20.7
48143,21.8,"40,003",5.3,24.3
48145,25.2,"17,292",7.2,10.7
48147,19.0,"33,644",7.1,15.0
48149,11.2,"24,785",4.4,16.8
48151,17.2,"3,838",5.3,15.2
48153,20.5,"6,239",8.7,17.1
48155,17.8,"1,270",5.2,21.8
48157,8.9,"654,561",5.4,41.4
48159,18.3,"10,612",6.4,20.3
48161,16.3,"19,629",6.8,11.7
48163,31.0,"18,172",4.6,6.5
48165,15.1,"18,965",4.1,11.9
48167,14.2,"307,465",6.8,28.5
48169,28.2,"6,405",4.5,9.5
48171,13.0,"25,334",4.4,29.2
48173,9.4,"1,245",3.6,18.8
48175,14.9,"7,469",5.2,14.2
48177,22.0,"20,219",5.1,14.5
48179,14.9,"22,929",5.1,13.5
48181,16.4,"122,343",6.2,19.6
48183,17.0,"123,194",5.9,19.9
48185,19.5,"26,881",5.9,11.1
48187,11.0,"143,191",5.4,24.6
48189,22.3,"35,809",13.2,13.2
48191,21.9,"3,226",7.0,14.1
48193,17.9,"8,262",5.9,17.8
48195,12.3,"5,515",3.2,21.8
48197,18.7,"4,006",5.6,18.6
48199,12.0,"55,421",7.8,15.6
48201,18.4,"4,352,752",6.0,28.4
48203,18.7,"67,185",6.7,17.8
48205,10.1,"6,070",3.1,20.6
48207,23.5,"5,884",4.9,12.2
48209,14.3,"176,483",5.3,36.7
48211,8.1,"4,139",3.0,19.6
48213,21.8,"78,618",7.0,14.4
48215,34.0,"818,942",10.2,15.9
48217,17.9,"34,858",6.4,14.8
48219,17.7,"23,520",5.0,17.4
48221,14.1,"52,897",6.0,24.1
48223,18.7,"35,499",5.7,15.7
48225,24.8,"22,806",6.5,14.8
48227,17.9,"36,277",5.3,12.1
48229,32.0,"3,306",6.8,10.1
48231,17.9,"87,532",7.3,16.6
48233,15.5,"21,832",6.1,13.5
48235,8.8,"1,609",4.2,13.0
48237,17.0,"8,911",5.2,10.7
48239,12.7,"14,607",5.0,17.9
48241,20.8,"35,659",10.3,11.2
48243,13.0,"2,236",4.1,35.3
48245,22.7,"252,814",10.8,17.8
48247,24.0,"5,236",7.0,10.9
48249,22.4,"41,669",6.0,11.1
48251,12.9,"154,952",6.1,16.7
48253,24.7,"20,068",6.6,8.9
48255,23.2,"14,782",5.3,11.2
48257,11.7,"108,521",6.3,17.6
48259,8.5,"37,469",5.0,39.7
48261,18.6,415,4.0,10.6
48263,14.7,801,3.8,23.1
48265,15.9,"49,932",5.5,28.2
48267,21.6,"4,462",4.9,17.6
48269,9.8,273,4.6,20.5
48271,19.3,"3,623",9.1,14.6
48273,23.9,"32,149",6.4,23.6
48275,21.9,"3,777",5.3,12.5
48277,18.3,"49,320",8.0,16.5
48279,20.9,"13,757",6.8,14.0
48281,14.8,"20,179",7.1,19.8
48283,27.5,"7,429",3.7,5.1
48285,12.5,"19,543",4.6,16.3
48287,13.6,"16,587",5.0,15.7
48289,16.7,"16,694",6.8,14.8
48291,20.3,"77,033",8.7,8.8
48293,21.4,"23,422",6.7,12.4
48295,10.8,"3,479",3.9,21.5
48297,17.6,"11,868",4.3,14.3
48299,15.5,"19,406",6.4,25.4
48301,12.6,103,5.3,7.9
48303,17.8,"290,060",4.9,27.9
48305,19.5,"5,708",5.2,17.7
48307,21.2,"8,261",5.2,15.0
48309,20.9,"241,807",6.1,21.7
48311,8.7,772,2.6,6.8
48313,22.9,"13,819",6.4,12.5
48315,24.4,"10,239",7.8,12.2
48317,13.0,"5,291",4.2,10.9
48319,15.2,"4,148",5.4,26.5
48321,20.4,"36,537",9.6,14.5
48323,24.4,"56,510",12.4,12.2
48325,18.0,"47,366",6.0,20.0
48327,23.7,"2,143",5.9,18.8
48329,10.5,"151,949",3.6,24.4
48331,17.4,"24,191",7.6,14.4
48333,17.2,"4,886",5.2,21.9
48335,22.3,"8,998",5.5,8.3
48337,15.9,"19,435",4.9,16.6
48339,11.8,"499,818",5.4,30.7
48341,14.9,"22,223",4.2,13.2
48343,21.0,"12,782",9.4,13.1
48345,19.6,"1,193",6.0,18.1
48347,26.4,"65,190",6.4,24.3
48349,23.3,"48,133",6.5,16.5
48351,19.4,"14,209",10.7,7.5
48353,21.5,"15,077",5.6,12.5
48355,18.2,"352,962",6.1,20.0
48357,10.6,"10,734",3.7,15.3
48359,14.2,"2,100",4.4,31.3
48361,15.1,"82,980",10.2,13.0
48363,17.6,"27,924",6.5,15.1
48365,13.3,"23,825",6.1,11.8
48367,11.8,"120,207",5.5,25.0
48369,14.9,"9,970",3.8,16.2
48371,18.1,"15,724",5.3,12.7
48373,18.3,"45,871",7.7,11.3
48375,22.1,"122,146",5.0,15.6
48377,23.3,"7,264",12.7,23.6
48379,18.0,"11,016",6.1,11.0
48381,11.0,"126,644",4.3,30.2
48383,9.9,"3,627",3.9,10.6
48385,21.6,"3,329",7.5,19.5
48387,19.7,"12,505",9.9,14.5
48389,27.4,"14,077",6.0,10.5
48391,16.1,"7,268",5.3,11.2
48393,8.7,923,4.2,33.2
48395,22.8,"16,461",6.8,15.8
48397,6.6,"85,290",5.7,36.5
48399,18.7,"10,302",5.2,14.9
48401,21.5,"53,973",6.1,13.8
48403,18.0,"10,389",12.8,13.4
48405,23.4,"8,741",11.5,12.4
48407,22.8,"26,804",7.5,12.0
48409,16.2,"66,257",7.1,14.7
48411,22.7,"5,712",5.7,13.1
48413,13.7,"3,197",3.5,21.9
48415,15.0,"17,267",4.1,14.4
